1,152
1,159
1,150
1,149
1,150
1,150
1,150
1,149
1,150
1,148
1,150
1,149
1,150
1,148
1,150
1,149
1,149
1,149
1,149
1,149
2,154
2,153
2,154
2,154
2,153
2,154
2,153
2,154
2,153
2,154
2,153
2,154
2,153
2,154
2,153
2,154
2,153
2,154
2,154
2,153
3,158
3,157
3,158
3,157
3,158
3,157
3,158
3,157
3,158
3,158
3,157
3,157
3,156
3,159
3,157
3,158
3,157
3,158
3,157
3,158
4,163
4,162
4,163
4,163
4,163
4,163
4,164
4,164
4,162
4,164
4,163
4,164
4,163
4,164
4,163
4,163
4,164
4,163
4,164
4,163
5,166
5,165
5,167
5,166
5,165
5,166
5,165
5,167
5,165
5,166
5,166
5,165
5,166
5,165
5,166
5,165
5,164
5,165
5,165
5,166
6,168
6,168
6,169
6,167
6,169
6,167
6,168
6,168
6,168
6,168
6,167
6,168
6,167
6,169
6,168
6,167
6,168
6,167
6,168
6,167
7,174
7,173
7,173
7,174
7,172
7,173
7,174
7,172
7,174
7,173
7,174
7,174
7,173
7,174
7,173
7,174
7,174
7,173
7,174
7,173
8,177
8,177
8,176
8,177
8,177
8,176
8,176
8,175
8,177
8,177
8,176
8,177
8,176
8,177
8,177
8,176
8,177
8,176
8,177
8,177
9,180
9,181
9,180
9,180
9,182
9,180
9,180
9,181
9,180
9,182
9,182
9,180
9,181
9,180
9,181
9,181
9,181
9,183
9,196
9,181
10,185
10,185
10,185
10,186
10,186
10,185
10,186
10,184
10,185
10,186
10,184
10,185
10,185
10,184
10,185
10,185
10,185
10,185
10,185
10,184
11,189
11,188
11,188
11,189
11,187
11,189
11,189
11,188
11,189
11,189
11,188
11,189
11,189
11,188
11,189
11,189
11,188
11,189
11,189
11,188
12,192
12,192
12,191
12,192
12,192
12,191
12,192
12,192
12,191
12,192
12,192
12,191
12,192
12,192
12,191
12,192
12,192
12,191
12,193
12,192
13,196
13,196
13,197
13,196
13,197
13,197
13,196
13,197
13,197
13,196
13,197
13,197
13,196
13,198
13,198
13,197
13,198
13,198
13,197
13,197
14,200
14,200
14,199
14,200
14,201
14,199
14,201
14,200
14,200
14,201
14,201
14,200
14,200
14,202
14,200
14,200
14,200
14,200
14,200
14,200
15,203
15,203
15,204
15,203
15,204
15,203
15,204
15,203
15,202
15,204
15,203
15,204
15,203
15,203
15,204
15,202
15,204
15,203
15,202
15,203
16,207
16,207
16,206
16,207
16,208
16,206
16,207
16,206
16,206
16,205
16,207
16,207
16,207
16,206
16,206
16,206
16,206
16,207
16,207
16,206
17,209
17,211
17,211
17,209
17,211
17,210
17,211
17,209
17,211
17,210
17,210
17,209
17,211
17,210
17,209
17,210
17,210
17,210
17,209
17,210
18,211
18,211
18,210
18,211
18,211
18,210
18,212
18,211
18,211
18,210
18,211
18,211
18,211
18,209
18,211
18,211
18,211
18,210
18,211
18,211
19,217
19,217
19,217
19,217
19,216
19,218
19,217
19,217
19,217
19,217
19,217
19,217
19,216
19,217
19,218
19,217
19,217
19,216
19,217
19,217
20,222
20,221
20,223
20,222
20,222
20,221
20,222
20,222
20,222
20,221
20,222
20,222
20,223
20,222
20,221
20,222
20,222
20,222
20,221
20,221
21,225
21,225
21,225
21,224
21,225
21,225
21,225
21,224
21,225
21,226
21,225
21,225
21,225
21,226
21,226
21,226
21,225
21,225
21,225
21,225
22,231
22,230
22,230
22,231
22,231
22,230
22,231
22,230
22,230
22,231
22,231
22,229
22,230
22,231
22,231
22,231
22,229
22,230
22,231
22,231
23,235
23,234
23,235
23,236
23,236
23,236
23,236
23,234
23,236
23,236
23,235
23,236
23,235
23,235
23,235
23,236
23,236
23,235
23,235
23,235
24,240
24,239
24,239
24,239
24,240
24,239
24,240
24,240
24,241
24,239
24,240
24,239
24,240
24,239
24,239
24,239
24,238
24,240
24,239
24,239
25,243
25,243
25,242
25,242
25,242
25,242
25,242
25,243
25,243
25,242
25,243
25,244
25,243
25,243
25,243
25,241
25,243
25,243
25,243
25,243
26,246
26,245
26,250
26,247
26,248
26,247
26,247
26,246
26,244
26,245
26,246
26,246
26,246
26,246
26,246
26,245
26,246
26,246
26,246
26,246
27,250
27,249
27,249
27,249
27,249
27,249
27,249
27,250
27,250
27,249
27,248
27,249
27,250
27,249
27,249
27,249
27,250
27,248
27,250
27,249
28,254
28,253
28,253
28,253
28,254
28,252
28,253
28,253
28,253
28,253
28,254
28,253
28,253
28,252
28,253
28,253
28,253
28,253
28,253
28,252
29,256
29,255
29,256
29,256
29,257
29,256
29,256
29,256
29,256
29,256
29,256
29,256
29,256
29,256
29,256
29,256
29,256
29,256
29,256
29,255
30,259
30,260
30,259
30,259
30,259
30,259
30,259
30,259
30,259
30,258
30,259
30,259
30,259
30,260
30,259
30,259
30,260
30,260
30,259
30,258
31,263
31,263
31,263
31,264
31,263
31,264
31,263
31,264
31,263
31,263
31,263
31,263
31,263
31,264
31,263
31,264
31,263
31,263
31,263
31,263
32,267
32,266
32,266
32,265
32,267
32,267
32,267
32,267
32,267
32,267
32,267
32,267
32,267
32,267
32,267
32,267
32,266
32,267
32,267
32,267
33,271
33,271
33,271
33,271
33,271
33,271
33,271
33,271
33,272
33,271
33,271
33,272
33,270
33,271
33,271
33,271
33,271
33,271
33,271
33,271
34,275
34,275
34,275
34,275
34,276
34,275
34,275
34,275
34,275
34,275
34,275
34,275
34,274
34,275
34,276
34,275
34,275
34,275
34,275
34,275
35,279
35,279
35,279
35,279
35,279
35,280
35,279
35,279
35,279
35,279
35,279
35,279
35,279
35,279
35,279
